id,judul,genre,sinopsis
558,Major S2,Sports,"Gorou Honda akhirnya kembali ke SMP Mifune Timur, mengejutkan teman-temannya saat tiba. Kini, Gorou sekali lagi dikelilingi oleh orang-orang terdekatnya, dan dia berusaha untuk terus bermain dan menikmati permainan yang paling dia sukai.

Namun, segala sesuatunya tidak berjalan sesuai rencana, karena Gorou teringat akan kenyataan pahit dalam bisbol saat dia mengatasi cedera yang dideritanya saat bermain bisbol di Hitaka Little. Antara rival baru, teman lama, dan memperbaiki hubungan yang rusak, Gorou harus mengatasi tantangan yang belum pernah dia hadapi sebelumnya. 

Cita-citanya untuk bersekolah di SMA bisbol elit Kaido mungkin tidak akan jauh dari jangkauannya, namun keadaan yang rumit mungkin akan menghentikannya lagi. Bagaimana dia akan mengatasi tekanan besar dalam permainan? Dan akankah dia bisa menemukan jenis bisbol yang paling dia sukai?"
559,RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,"Drama, Sci-Fi","Quon Kisaragi terkejut saat melihat ilusi dirinya melayang di udara. ""Diri"" yang lain ini menyatakan bahwa dia adalah bagian dari Quon. Maka dimulailah dialog eksistensialistik antara keduanya.

(Sumber: JST)"
560,Soukyuu no Fafner: Dead Aggressor - Right of Left,"Action, Drama, Sci-Fi","Yumi Ikoma dan Ryou Masaoka adalah anak-anak yang dipilih untuk mengambil bagian dalam misi rahasia, untuk menjadi pilot unit tempur Fafner pertama; kesempatan terakhir untuk bertahan hidup bagi umat manusia. Musuh itu kejam, tidak kenal belas kasihan, dan mampu membaca pikiran manusia. Oleh karena itu, detail misi ini dirahasiakan bahkan dari personel yang terlibat. Para pilot muda harus menggunakan seluruh keberanian dan keyakinan mereka untuk bertahan hidup dan menyelesaikan misi mereka atau nasib umat manusia akan terancam. 

(Sumber: JST)"
561,Sakura Taisen,"Action, Adventure, Sci-Fi","Sakura melakukan perjalanan ke ibu kota dengan cita-cita mempertahankan kota dari kekuatan iblis Dewan Tempat Suci Hitam seperti ayahnya sebelumnya. Namun, hal-hal tidak seperti yang dia bayangkan karena selain menggunakan energi spiritualnya yang besar untuk mengemudikan mekanisme yang disebut Kobu, dia juga harus tampil di panggung sebagai aktor karena sampul The Imperial Flower Division adalah sebuah teater seni. Membodohi dirinya sendiri dan merusak produksi membuat dia berada di sisi buruk semua orang dan entah bagaimana dia harus belajar bekerja dengan mereka serta mencegah musuh menghancurkan beberapa kuil yang melindungi kota.

(Sumber: JST)"
562,Sakura Taisen: Le Nouveau Paris,"Adventure, Sci-Fi","Setelah kepergian Ichiro Ogami di akhir Sakura Taisen 3, gadis-gadis dari Pasukan Pertahanan Bunga Paris berdebat siapa yang akan menjadi kapten berikutnya. Sementara itu, ancaman yang sudah berabad-abad lamanya muncul. 

(Sumber: ANN, diedit)"
563,DNA²,"Comedy, Romance, Sci-Fi","Karin, seorang operator DNA dari masa depan, memiliki misi untuk mengubah jalannya Sejarah dengan menghentikan Junta Momonari menjadi Mega-Playboy yang menjadi ayah dari 100 anak dan menyebabkan kelebihan populasi di dunia. Tapi Junta bukanlah playboy; sebenarnya dia alergi terhadap perempuan. Tapi ketika Karin menembaknya dengan peluru pengubah DNA yang salah, dia secara sporadis mulai menjadi Mega-Playboy yang mampu memikat wanita mana pun. Karin harus berusaha mengembalikan situasi menjadi normal sebelum perubahan ke Mega-Playboy menjadi tidak dapat diubah. 

(Sumber: JST)"
564,Puni Puni☆Poemii,"Comedy, Sci-Fi","Poemi Watanabe (a.k.a. Kobayashi) adalah seorang gadis berusia 10 tahun dengan cita-cita menjadi pengisi suara terkenal. Sayangnya, nilai sekolahnya buruk dan akting suaranya bahkan lebih buruk. Namun ketika alien misterius membunuh orang tuanya dan membuat kekacauan di seluruh Tokyo, Poemi mengambil ikan yang bisa berbicara, mengulitinya menjadi tongkat, dan menjadi gadis penyihir Puni Puni Poemi untuk menyelamatkan hari itu.

(Sumber: JST)"
565,Steamboy,"Action, Adventure, Drama, Sci-Fi","Ray adalah seorang penemu muda yang tinggal di Inggris zaman Victoria. Hidupnya berubah ketika dia menerima paket khusus dari Amerika yang dikirim oleh kakeknya, Lloyd Steam. Paket tersebut berisi perangkat yang disebut Steam Ball, perangkat yang sangat kuat sehingga dapat menggerakkan mesin apa pun yang membutuhkan uap dengan jumlah energi yang hampir tak terbatas.

Ray diinstruksikan untuk tidak membiarkan Steam Ball jatuh ke tangan yang salah, termasuk Yayasan O'Hara yang perkasa, yang sangat ingin mengembalikan Steam Ball ke dalam kendali mereka sehingga mereka dapat mencapai tujuan mereka yang kurang mulia.

Dia harus menggunakan seluruh kecemerlangannya untuk menghindari preman yang tak terhitung jumlahnya yang dikirim untuk merebut perangkat itu darinya. Ini akan menjadi pertarungan antara yang baik dan yang jahat, pertarungan untuk penebusan, pertarungan untuk masa depan!"
566,Tetsuwan Birdy,"Action, Comedy, Sci-Fi","Tsutomu, seorang anak SMP yang rata-rata sibuk belajar untuk ujian akhir masuk SMA bertemu dengan seorang pria yang lari dari seseorang dan terjebak dalam kejaran. Dalam semua kebingungan dia terbunuh secara tidak sengaja. Untungnya Birdy (agen antarplanet) mengetahui cara untuk menyelamatkannya, sayangnya itu berarti menggabungkan tubuh menjadi satu. Jadi sekarang dia terjebak dengan petugas ini dan ikut dalam perjalanan menangkap penjahat dan menyelamatkan nyawa.

(Sumber: JST)"
567,The Big O,"Action, Mystery, Sci-Fi","Kota Paradigma, kota amnesia dan tempat milik. Masih dihuni oleh masa lalu yang terlupakan dan reruntuhan hasil kerja keras mereka akibat bencana 40 tahun lalu. Terselubung dalam misteri seperti kabut, orang-orang seperti Roger Smith harus menyinari kabut tersebut. Bertindak sebagai negosiator profesional dan agen ramah tamah, Roger adalah seorang pria wanita mandiri yang cintanya hanya pada pemakaman kulit hitam. Namun, saat dia semakin terlibat dengan kliennya, apa yang sering kali dimulai sebagai negosiasi sederhana berkembang menjadi Roger yang menyelamatkan Paradigm dari kejahatan dan bahaya.

Dalam prosesnya, Roger tersandung lebih jauh ke dalam lipatan kota yang tak terhitung jumlahnya. Biasanya, segala sesuatunya tidak selalu seperti yang terlihat. Melayani sebagai ksatria abu-abu di dunia abu-abu, Roger bukannya tanpa sekutu. Di sisinya ada Norman, kepala pelayan yang setia dan sangat terampil, dan Dorothy, android mirip manusia dengan snark datar. Bersama dengan peninggalan Big O, sebuah mecha hitam legam dengan ukuran dan berat raksasa, mereka membantu Roger memberikan keadilan bagi para penjahat Paradigm yang mengintai saat ia menemukan kebenaran sekitar 40 tahun yang lalu."
568,Bubblegum Crisis Tokyo 2040,"Adventure, Sci-Fi","Setelah gempa misterius melanda Tokyo, Genom menjadi pengaruh yang kuat dengan menyediakan makhluk hidup organik buatan mereka yang disebut Boomer untuk membangun kembali dan bertindak sebagai kelas pekerja bagi umat manusia. Namun, beberapa dari mereka kadang-kadang mengamuk, dan bahkan Polisi AD yang dibentuk khusus pun tidak dapat menghentikan mereka. Lina Yamazaki melakukan perjalanan ke Tokyo untuk mencari pekerjaan tetapi juga berharap untuk bergabung dengan pasukan main hakim sendiri yang disebut Knight Sabre, yang mengemudikan pakaian bertenaga untuk menghancurkan Boomer nakal ini.

(Sumber: JST)"
569,Musekinin Kanchou Tylor,"Comedy, Sci-Fi","Justy Ueki Tylor adalah rata-rata pria berusia 20 tahun: malas, serakah, dan suka main perempuan. Dia berencana untuk mendapatkan pekerjaan mudah di United Planets Space Force dengan gaji yang layak dan juga jauh dari pertempuran sengit yang terjadi di seluruh galaksi.

Namun, impian Tylor untuk menjalani hidup sederhana tiba-tiba terhenti ketika ia tersandung dalam situasi penyanderaan yang berbahaya. Melalui satu demi satu kecelakaan aneh, Tylor secara ajaib berhasil menyelamatkan para sandera dan dianugerahi komando kapal penjelajah ruang angkasa Soyokaze yang sudah tua!

Sekarang Tylor mendapati dirinya bertanggung jawab mengirim tentara bayaran yang gila, pilot yang bangga, kolega yang skeptis, dan komandan yang keras melalui hamparan alam semesta yang tak terbatas, sambil menghindari ancaman Kekaisaran Raalgon Suci. Kesialan apa yang menanti Kapten Tylor yang tidak bertanggung jawab?"
570,Jin-Rou,"Award Winning, Drama, Romance","Dalam sejarah alternatif, setelah Perang Dunia II, kerusuhan sipil dan terorisme merajalela di Jepang yang hancur akibat pendudukan asing. Selama intersepsi yang gagal terhadap amunisi bawah tanah yang ditransfer oleh organisasi teroris, Polisi Kazuki Fuse, seorang prajurit di unit elit kontra-terorisme, menyaksikan teror yang sebenarnya dari sifat manusia. Dia gagal mencegah seorang gadis remaja melakukan bom bunuh diri yang kemudian menyebabkan kehancuran besar di Tokyo. Dengan luka mental dan kompetensinya dipertanyakan, Fuse dikirim kembali ke akademi militer untuk dievaluasi ulang. Tanpa dia sadari, dia akan segera terjebak dalam jaringan konspirasi pemerintah yang memiliki kekuatan untuk menentukan masa depan seluruh Jepang.

Saat Fuse menapaki garis tipis antara manusia dan binatang, dia akhirnya menemukan di sisi mana dia sebenarnya berada."
571,Moldiver,"Action, Romance, Sci-Fi","Hiroshi Ozora menciptakan Mol Unit, sebuah perangkat yang membuat penggunanya tak terkalahkan. Rencananya untuk menjadi pahlawan super tidak bertahan lama, namun ketika saudara perempuannya, Mirai, secara tidak sengaja mengubah konfigurasi setelannya. Sekarang dia terpaksa menyelamatkan Tokyo sendirian dari Machinegal yang jahat dan geng androidnya yang semuanya perempuan. 

(Sumber: JST)"
572,Kaze no Tani no Nausicaä,"Adventure, Award Winning, Fantasy","Satu milenium telah berlalu sejak perang nuklir dahsyat yang diberi nama ""Tujuh Hari Api"", yang menghancurkan hampir seluruh kehidupan di Bumi. Umat ​​​​manusia kini hidup dalam perjuangan terus-menerus melawan hutan berbahaya yang berkembang sebagai respons terhadap kehancuran yang disebabkan oleh umat manusia. Dipenuhi dengan spora beracun dan serangga raksasa, hutan menyebar dengan cepat ke seluruh bumi dan mengancam akan menelan sisa-sisa umat manusia.

Jauh dari hutan terdapat kerajaan pertanian damai yang dikenal sebagai ""Lembah Angin"", yang penempatannya di tepi laut membebaskannya dari penyebaran racun mematikan di hutan. Putri muda Lembah yang karismatik, Nausicaä, mendapati kerajaannya yang tenang terganggu ketika sebuah pesawat dari kerajaan Tolmekia jatuh dengan hebat di Lembah. Setelah Nausicaä dan warga Lembah menemukan benda berdenyut menyeramkan di reruntuhan, Lembah tiba-tiba diserang oleh militer Tolmekian, yang berniat menghidupkan kembali senjata berbahaya dari Tujuh Hari Api. Sekarang Nausicaä harus berjuang untuk menghentikan orang-orang Tolmekia agar tidak menjerumuskan bumi ke dalam bencana alam yang tidak akan pernah bisa dialami oleh umat manusia, sekaligus melindungi Lembah dari kekuatan perambahan hutan beracun."
573,Saber Marionette J,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi","Jauh di masa depan, karena bumi sudah kelebihan penduduk, upaya untuk menemukan dan menjajah planet lain telah dimulai. Namun, salah satu kapal, ""Mesopotamia"" mengalami kerusakan dan semua kecuali 6 penghuninya semuanya tewas. 6 sisanya berhasil melarikan diri ke planet terdekat bernama ""Terra ll"", yang dalam banyak hal mirip dengan Bumi. Namun, semuanya berjenis kelamin laki-laki. Oleh karena itu, agar usahanya tidak sia-sia, mereka mulai mendirikan 6 negara dan memperbanyaknya melalui kloning dan rekayasa genetika. Namun, masih belum ada perempuan, dan untuk mengimbanginya mereka menciptakan android perempuan canggih yang disebut ""Marionette"" yang melakukan tugas dan pekerjaan sehari-hari. Namun, mereka semua adalah mesin tanpa emosi. Tapi suatu hari, seorang anak laki-laki biasa bernama Otaru menemukan dan membangunkan 3 Marionette tipe pertarungan khusus yang memiliki emosi karena ""Sirkuit Perawan"" di dalamnya. Terserah padanya untuk mengajari mereka dan membiarkan emosi mereka tumbuh, dan ketika negara terdekat mengancam dominasi dunia, Otaru dan Marionette ""manusia""-nya harus melindungi negara mereka."
574,Rean no Tsubasa,"Award Winning, Fantasy, Sci-Fi","Karena teman-temannya menembakkan roket ke kamp Angkatan Darat AS, Suzuki dicari oleh Angkatan Darat AS dan polisi. Ketika dia melarikan diri, permukaan laut tiba-tiba naik, dan ketika cahaya terang muncul, dia melihat sebuah kapal perang yang tampak aneh terbang di udara. Dia dibuang ke laut dan ketika dia merangkak ke kapal perang ada seorang gadis cantik berdiri di sana. Dia mengatakan namanya adalah Lyx, putri dari dunia lain, dan menambahkan, ""Ayahku orang Jepang, Shinjiro Sakomizu. Tolong bantu aku, Suzuki.""

Berdasarkan seri novel karya pencipta Gundam Yoshiyuki Tomino.

(Sumber: AnimeNfo)"
576,Magikano,"Comedy, Fantasy, Romance","Ayumi Mamiya adalah seorang penyihir yang dikutuk untuk kehilangan kekuatannya dan hanya satu anak laki-laki yang dapat mematahkan mantranya. Haruo Yoshikawa mengira dia adalah anak laki-laki normal tetapi tanpa dia sadari, ketiga saudara perempuannya memiliki kekuatan magis dan membuatnya tetap terlindungi dan tidak tahu apa-apa tentang keberadaan sihir. Sekarang Ayumi harus membangunkan kekuatan terpendam Haruo untuk menyelamatkan dirinya sendiri tetapi saudara perempuannya tidak akan memiliki semua itu.

(Sumber: JST)"
577,Kagi Hime Monogatari: Eikyuu Alice Rondo,Fantasy,"Rata-rata siswa SMA Aruto Kirihara terobsesi dengan cerita Alice, yang ditulis di dunia alternatif ini oleh pertapa misterius, Alternite L. Tachyon. Suatu malam, saat menulis versinya sendiri tentang kemungkinan ""buku ketiga"", dia melihat seorang gadis terbang di depan bulan purnama... dan dia terlihat seperti ""Alice"" dalam imajinasinya. Aruto keluar dari rumahnya dan mengejar sosok terbang itu dari tanah, berakhir di perpustakaan, di mana dia menyaksikannya bertarung dengan gadis berkostum lain.

Maka dimulailah perkenalannya yang tiba-tiba dengan dunia Alices, sebuah klub elit berisi gadis-gadis remaja berkekuatan super yang secara rutin bertarung di Negeri Ajaib ekstra-dimensi untuk saling mencuri ""cerita tersembunyi"". Ketika semua cerita telah dikumpulkan, mereka akan membentuk volume ketiga yang legendaris, ""Eternal Alice,"" dan pemiliknya akan dikabulkan satu permintaannya.

Mungkin bukan Aruto, yang tidak bisa berubah menjadi gadis penyihir. Tapi bisa jadi itu adalah adik perempuannya yang penyayang, Kiraha. Atau mungkin gadis impiannya, Arisu...

(Sumber: Discotek Media)"
578,Hotaru no Haka,Drama,"Ketika Perang Dunia II berakhir pada tahun 1945, Jepang menghadapi kehancuran yang meluas dalam bentuk pemboman Amerika, yang menghancurkan kota demi kota. Hotaru no Haka, juga dikenal sebagai Makam Kunang-Kunang, adalah kisah Seita dan saudara perempuannya Setsuko, dua anak Jepang yang hidupnya dirusak oleh perang brutal. Mereka telah kehilangan ibu, ayah, rumah, dan prospek masa depan cerah—semuanya merupakan akibat tragis dari perang.

Kini menjadi yatim piatu dan tunawisma, Seita dan Setsuko tidak punya pilihan selain hanyut ke pedesaan, dilanda kelaparan dan penyakit. Dihadapkan dengan sikap apatis orang-orang dewasa, mereka menyadari bahwa keadaan yang menyedihkan dapat membuat orang yang paling baik hati menjadi kejam, namun harapan masa muda mereka bersinar terang dalam menghadapi kesulitan yang tak henti-hentinya, mencegah saudara kandung untuk segera menyerah pada nasib yang tak terelakkan."
579,Battle Programmer Shirase,"Comedy, Sci-Fi, Ecchi","Battle Programmer Shirase, juga dikenal sebagai BPS, adalah seorang programmer gratis dengan kemampuan hacking super yang tidak bekerja demi uang. Apa yang dia kerjakan tentu saja merupakan sesuatu yang hanya dihargai oleh orang-orang seperti dia. Tapi, sikapnya tentu saja tidak sesuai dengan pekerjaannya. Dengan Raja Amerika yang jahat menyebabkan masalah melalui internet, Shirase sibuk karena setiap petualangan baru menghadirkan lebih banyak orang menarik ke dalamnya.

(Sumber: JST)"
580,Kogepan,"Comedy, Gourmet","Kecelakaan pada oven toko roti menyebabkan sepotong roti terlalu lama berada di dalam oven. Maka lahirlah Kogepan - sepotong roti gosong, tidak ada peluang untuk dijual.

(Sumber: JST)"
581,Honoo no Labyrinth,"Adventure, Comedy, Ecchi","Temui Galan, seorang geek kejang Rusia yang akan melakukan apa saja untuk menjadi samurai sejati. Tapi itu hanya mimpi yang mustahil... atau benarkah? Ketika temannya Natsu, yang merupakan penerus keluarga emigran Jepang, memberinya hadiah pedang kuno, kejadian aneh pun terjadi, dan bahkan orang asing pun turun dari langit untuk menyerang. Kini Galan harus mengatasi ketidakmampuannya dan bergabung dengan sekelompok wanita cantik dalam petualangan aneh di kerajaan yang sudah lama terlupakan. Hei, apa yang bisa lebih baik?

(Sumber: AniDB, diedit)"
582,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,"Action, Comedy","Okometsubu Fujiyama baru-baru ini dipindahkan ke sekolah baru, SMA Wakame. Tujuannya adalah mendapatkan 100 teman--sampai dia bertemu dengan Masaru Hananakajima yang sangat aneh. Masaru adalah seorang seniman bela diri yang spesialisasinya adalah bentuk seni bela diri ""Komando Seksi"". Masaru membentuk klub berdasarkan seni ini, termasuk Fujiyama, yang dia juluki Fuumin, di klub tersebut. Klub menjadi penuh dengan orang-orang aneh namun aneh. Alien, kumis, dan hewan berbulu lucu ditemui seiring berkembangnya klub dan semakin populer.

(Sumber: JST)"
